session_id,training_day,date,body_weight,mood,dchest,arms,waist,legs,shoulders,training_duration_minutes,sleep_hours,stress_level,program_phase,exercise,muscle_group,weight,reps,volume
1985,FULLBODY2,2024-09-02,110.4,okay,133.4,37.8,94.4,71.6,156.3,65.2,7.6,2,deload,Dumbbell Skull Crusher,triceps,1405.0,10,14050.0
883,FULLBODY1,2017-08-19,87.6,okay,105.5,30.3,73.1,55.0,124.0,60.4,7.9,4,hypertrophy,Lat Pulldown,back,545.0,8,4360.0
688,FULLBODY1,2016-05-23,84.4,good,100.9,28.6,72.8,54.6,117.2,60.3,8.1,1,hypertrophy,Barbell Bench Press,chest,567.5,6,3405.0
1692,FULLBODY3,2022-10-19,104.9,good,126.2,36.9,88.7,67.4,147.2,66.6,8.2,1,hypertrophy,Seated Face Pull,shoulders,1310.0,6,7860.0
1309,FULLBODY1,2020-05-11,95.2,okay,115.4,33.2,80.5,61.8,132.3,58.9,7.7,1,hypertrophy,Barbell Bench Press,chest,895.0,7,6265.0
332,FULLBODY2,2014-02-12,73.9,okay,89.9,26.4,63.0,47.9,101.5,62.8,7.8,3,hypertrophy,Overhead Press,shoulders,217.5,12,2610.0
1045,FULLBODY1,2018-09-01,92.0,good,109.9,31.9,78.6,59.9,130.2,67.8,9.1,1,hypertrophy,Barbell Bench Press,chest,572.5,9,5152.5
1523,FULLBODY2,2021-09-21,100.5,okay,120.3,34.9,85.1,64.9,139.1,72.4,7.1,2,hypertrophy,Leg Extension,quads,930.0,12,11160.0
1233,FULLBODY3,2019-11-14,95.5,okay,115.6,33.8,80.9,62.1,132.8,66.9,7.6,2,deload,Barbell Hip Thrust,glutes,780.0,12,9360.0
1755,FULLBODY3,2023-03-17,105.6,good,126.4,36.8,90.0,69.8,148.2,60.0,8.7,2,hypertrophy,Lying Leg Curl,hamstrings,1282.5,6,7695.0
1925,FULLBODY2,2024-04-17,109.5,okay,131.5,38.0,93.3,72.0,153.0,59.5,7.2,4,hypertrophy,Deadlift,back,1342.5,7,9397.5
1209,FULLBODY3,2019-09-19,95.4,okay,114.2,32.8,81.0,62.9,133.7,64.4,7.6,3,deload,Dumbbell Walking Lunge,legs,670.0,8,5360.0
680,FULLBODY2,2016-05-04,84.1,okay,102.2,30.3,70.7,55.8,116.9,62.1,7.5,4,hypertrophy,Chest-Supported TBar-Row,back,397.5,9,3577.5
431,FULLBODY2,2014-10-01,76.6,tired,91.5,26.8,64.8,49.5,107.4,61.2,6.2,5,hypertrophy,Cable Flye,chest,340.0,6,2040.0
1925,FULLBODY2,2024-04-17,109.5,okay,131.5,38.0,93.3,72.0,153.0,59.5,7.2,4,hypertrophy,Dumbbell Skull Crusher,triceps,1695.0,8,13560.0
895,FULLBODY1,2017-09-17,87.6,good,103.9,30.6,73.9,55.4,123.1,63.8,8.1,3,hypertrophy,Lat Pulldown,back,735.0,6,4410.0
978,FULLBODY3,2018-03-29,90.2,tired,110.9,31.5,76.0,58.7,124.6,62.0,6.8,3,hypertrophy,Dumbbell Walking Lunge,legs,487.5,9,4387.5
1627,FULLBODY1,2022-05-23,101.5,tired,122.2,35.5,86.4,65.3,143.5,51.2,6.5,3,hypertrophy,Romanian Deadlift,hamstrings,1275.0,6,7650.0
488,FULLBODY2,2015-02-10,77.7,good,94.1,27.5,66.8,50.3,109.5,59.3,8.4,2,hypertrophy,Chest-Supported TBar-Row,back,290.0,9,2610.0
55,FULLBODY1,2012-05-05,70.7,okay,84.7,25.2,58.2,46.9,100.0,62.3,7.2,4,hypertrophy,Romanian Deadlift,hamstrings,50.0,11,550.0
1382,FULLBODY2,2020-10-27,96.5,tired,116.7,33.1,80.9,62.2,134.7,48.4,7.0,4,hypertrophy,Dumbbell Skull Crusher,triceps,817.5,12,9810.0
920,FULLBODY2,2017-11-15,88.1,tired,106.1,31.8,75.7,56.3,121.8,53.4,6.6,3,hypertrophy,Chest-Supported TBar-Row,back,772.5,6,4635.0
399,FULLBODY3,2014-07-16,76.1,okay,90.6,28.0,63.8,49.5,106.8,65.3,7.6,3,hypertrophy,Reverse Grip Lat Pulldown,back,357.5,6,2145.0
1520,FULLBODY2,2021-09-15,100.4,good,120.2,35.7,84.4,64.7,139.6,60.7,8.0,2,hypertrophy,Crunch,core,1135.0,6,6810.0
1,FULLBODY1,2012-01-02,70.1,tired,82.8,25.2,60.4,45.7,98.6,71.5,6.4,3,deload,Back Squat,legs,39.4,9,354.59999999999997
966,FULLBODY3,2018-02-28,90.0,okay,108.6,31.8,77.6,58.4,126.7,60.5,7.4,2,hypertrophy,Seated Face Pull,shoulders,450.0,10,4500.0
1324,FULLBODY1,2020-06-15,95.3,good,113.8,33.5,79.3,62.3,133.5,65.9,8.6,3,hypertrophy,Romanian Deadlift,hamstrings,695.0,9,6255.0
1259,FULLBODY2,2020-01-15,95.4,okay,114.7,33.9,80.7,61.8,132.5,66.6,7.2,3,hypertrophy,Dumbbell Skull Crusher,triceps,742.5,12,8910.0
1037,FULLBODY2,2018-08-13,91.5,good,108.8,31.5,77.5,60.0,128.6,67.1,8.3,1,hypertrophy,Leg Extension,quads,695.0,11,7645.0
1676,FULLBODY2,2022-09-14,104.3,okay,125.7,36.5,89.2,67.2,145.4,61.2,7.2,2,hypertrophy,Crunch,core,937.5,8,7500.0
1561,FULLBODY1,2021-12-18,100.2,okay,119.5,34.4,85.8,64.9,139.0,71.4,7.2,1,deload,Standing Calf Raise,calves,1472.5,6,8835.0
1453,FULLBODY1,2021-04-11,99.1,good,119.7,34.5,84.7,63.5,137.0,68.2,8.1,1,hypertrophy,Dumbbell Supinated Curl,biceps,1110.0,6,6660.0
988,FULLBODY1,2018-04-21,90.0,okay,106.5,31.5,76.3,59.2,126.7,61.6,7.6,2,hypertrophy,Assisted Dip,triceps,650.0,7,4550.0
958,FULLBODY1,2018-02-11,89.7,okay,108.7,30.5,76.5,60.9,124.0,63.1,7.8,3,hypertrophy,Assisted Dip,triceps,557.5,8,4460.0
1488,FULLBODY3,2021-07-01,100.2,okay,121.8,35.9,84.5,65.9,140.4,54.9,7.7,2,hypertrophy,Dumbbell Incline Press,chest,887.5,12,10650.0
1976,FULLBODY2,2024-08-12,110.3,tired,131.6,38.5,95.5,71.5,153.1,54.6,6.6,2,hypertrophy,Cable Flye,chest,1450.0,6,8700.0
846,FULLBODY3,2017-05-24,86.4,tired,102.9,29.7,73.5,56.0,121.8,54.9,6.9,3,hypertrophy,Dumbbell Lateral Raise,shoulders,540.0,11,5940.0
1239,FULLBODY3,2019-11-27,95.2,tired,115.0,33.2,81.4,61.8,134.6,67.8,4.8,5,hypertrophy,Reverse Grip Lat Pulldown,back,582.5,10,5825.0
1799,FULLBODY2,2023-06-27,107.4,okay,128.9,37.8,91.7,70.3,148.6,59.8,7.7,2,hypertrophy,Dumbbell Skull Crusher,triceps,1060.0,12,12720.0
289,FULLBODY1,2013-11-02,72.9,okay,87.6,27.1,61.9,47.5,101.2,63.7,7.1,5,deload,Lat Pulldown,back,200.0,8,1600.0
736,FULLBODY1,2016-09-10,84.2,okay,101.6,29.7,71.8,55.7,119.8,60.9,7.5,3,hypertrophy,Romanian Deadlift,hamstrings,367.5,10,3675.0
1884,FULLBODY3,2024-01-11,109.1,okay,130.0,37.7,92.5,70.6,151.8,65.0,7.3,4,hypertrophy,Dumbbell Walking Lunge,legs,1385.0,6,8310.0
1138,FULLBODY1,2019-04-07,93.9,good,111.9,33.2,78.7,59.7,134.0,62.0,8.2,1,hypertrophy,Back Squat,legs,735.0,9,6615.0
797,FULLBODY2,2017-01-30,86.4,good,103.1,29.7,73.7,56.0,118.6,64.0,8.9,1,hypertrophy,Cable Flye,chest,612.5,6,3675.0
723,FULLBODY3,2016-08-11,84.2,okay,102.4,29.7,71.5,54.8,119.8,59.6,7.9,4,hypertrophy,Seated Face Pull,shoulders,372.5,9,3352.5
886,FULLBODY1,2017-08-28,87.5,okay,102.9,30.4,74.5,57.0,123.6,57.9,7.4,2,hypertrophy,Back Squat,legs,587.5,9,5287.5
1688,FULLBODY2,2022-10-12,104.8,tired,125.4,35.7,89.4,68.0,147.5,69.7,6.4,4,hypertrophy,Cable Flye,chest,1242.5,6,7455.0
1822,FULLBODY1,2023-08-19,107.6,tired,127.2,37.5,92.7,70.4,150.5,61.0,6.4,5,hypertrophy,Barbell Bench Press,chest,967.5,9,8707.5
897,FULLBODY3,2017-09-20,87.5,good,105.1,30.4,73.9,57.1,122.8,58.6,8.4,2,deload,Dumbbell Lateral Raise,shoulders,687.5,9,6187.5
1317,FULLBODY3,2020-05-29,95.3,okay,112.9,32.9,80.3,60.8,134.1,57.3,7.4,4,hypertrophy,Reverse Grip Lat Pulldown,back,1030.0,6,6180.0
1276,FULLBODY1,2020-02-24,95.8,tired,114.8,33.2,79.6,62.8,134.1,61.9,7.0,4,hypertrophy,Romanian Deadlift,hamstrings,605.0,10,6050.0
1668,FULLBODY3,2022-08-25,104.1,tired,126.9,35.7,88.3,67.9,145.7,62.9,6.3,4,hypertrophy,Barbell Hip Thrust,glutes,1022.5,12,12270.0
603,FULLBODY3,2015-11-06,80.2,good,95.6,28.5,70.0,52.3,110.1,66.1,8.9,3,hypertrophy,Dumbbell Incline Press,chest,377.5,12,4530.0
1526,FULLBODY2,2021-09-28,100.7,okay,121.2,35.0,84.1,66.9,141.6,59.4,7.3,3,hypertrophy,Cable Flye,chest,1125.0,6,6750.0
617,FULLBODY2,2015-12-09,80.9,okay,98.4,27.9,70.3,52.9,113.1,62.2,7.2,3,deload,Leg Extension,quads,377.5,12,4530.0
674,FULLBODY2,2016-04-18,83.7,okay,98.8,29.0,70.9,53.6,115.6,70.8,7.3,3,hypertrophy,Leg Extension,quads,410.0,12,4920.0
1068,FULLBODY3,2018-10-26,92.6,okay,111.2,32.6,78.6,60.8,129.5,65.9,7.0,4,hypertrophy,Reverse Grip Lat Pulldown,back,567.5,9,5107.5
31,FULLBODY1,2012-03-11,70.6,tired,84.1,24.9,59.9,45.2,98.6,60.6,5.8,3,hypertrophy,Dumbbell Supinated Curl,biceps,32.5,8,260.0
1518,FULLBODY3,2021-09-10,100.5,tired,121.2,35.5,86.8,64.9,140.6,60.7,6.6,3,hypertrophy,Seated Face Pull,shoulders,885.0,8,7080.0
652,FULLBODY1,2016-02-29,82.1,tired,97.9,28.7,69.3,53.4,113.9,61.1,6.5,3,hypertrophy,Romanian Deadlift,hamstrings,367.5,9,3307.5
514,FULLBODY1,2015-04-13,78.7,okay,93.6,27.9,67.7,50.1,107.7,70.8,8.0,1,hypertrophy,Barbell Bench Press,chest,297.5,9,2677.5
1610,FULLBODY2,2022-04-12,100.8,tired,120.3,35.8,84.2,65.2,140.7,59.9,6.6,3,hypertrophy,Leg Extension,quads,1477.5,8,11820.0
540,FULLBODY3,2015-06-12,79.2,okay,96.0,27.8,67.3,51.1,109.8,52.6,7.3,2,hypertrophy,Barbell Hip Thrust,glutes,360.0,12,4320.0
124,FULLBODY1,2012-10-15,71.9,tired,85.3,25.1,60.8,46.3,100.1,53.2,5.9,4,hypertrophy,Standing Calf Raise,calves,182.5,6,1095.0
1029,FULLBODY3,2018-07-26,91.0,good,107.5,31.3,75.9,59.0,126.4,58.4,8.4,2,hypertrophy,Dumbbell Lateral Raise,shoulders,710.0,10,7100.0
7,FULLBODY1,2012-01-15,70.2,okay,85.3,24.5,59.2,47.3,97.5,58.0,7.6,2,hypertrophy,Barbell Bench Press,chest,42.5,8,340.0
3,FULLBODY3,2012-01-06,70.2,okay,84.9,24.3,59.4,45.7,99.0,58.1,7.2,1,hypertrophy,Barbell Hip Thrust,glutes,59.0,12,708.0
1262,FULLBODY2,2020-01-21,95.5,tired,115.0,32.2,81.0,62.0,132.7,64.3,6.3,3,hypertrophy,Crunch,core,962.5,6,5775.0
1914,FULLBODY3,2024-03-21,109.9,okay,130.5,38.3,93.2,70.9,153.5,59.3,7.4,2,hypertrophy,Dumbbell Walking Lunge,legs,1205.0,7,8435.0
270,FULLBODY3,2013-09-19,72.9,okay,87.7,26.5,63.4,48.8,102.0,64.0,7.7,3,hypertrophy,Dumbbell Walking Lunge,legs,215.0,6,1290.0
873,FULLBODY3,2017-07-28,87.3,okay,104.2,31.6,73.7,56.5,122.3,58.1,7.8,2,deload,Seated Face Pull,shoulders,402.5,10,4025.0
1332,FULLBODY3,2020-07-01,95.7,tired,114.3,33.5,80.4,62.9,134.6,70.8,6.6,4,hypertrophy,Seated Face Pull,shoulders,885.0,7,6195.0
511,FULLBODY1,2015-04-04,78.5,tired,95.8,26.9,66.9,50.8,109.9,63.1,6.0,5,hypertrophy,Dumbbell Supinated Curl,biceps,330.0,7,2310.0
1804,FULLBODY1,2023-07-09,107.7,tired,128.0,37.7,91.9,69.7,151.5,51.3,6.8,5,hypertrophy,Barbell Bench Press,chest,957.5,9,8617.5
1240,FULLBODY1,2019-12-01,95.3,okay,113.7,32.3,81.9,63.7,133.0,58.8,7.8,1,hypertrophy,Dumbbell Supinated Curl,biceps,820.0,7,5740.0
1792,FULLBODY1,2023-06-11,107.3,good,129.9,37.2,92.5,67.5,151.1,61.3,8.9,1,hypertrophy,Dumbbell Supinated Curl,biceps,1032.5,8,8260.0
940,FULLBODY1,2017-12-31,89.3,okay,106.6,30.8,76.8,58.4,125.1,68.3,7.4,2,hypertrophy,Lat Pulldown,back,512.5,9,4612.5
1692,FULLBODY3,2022-10-19,104.9,good,126.2,36.9,88.7,67.4,147.2,66.6,8.2,1,hypertrophy,Dumbbell Lateral Raise,shoulders,1190.0,10,11900.0
1111,FULLBODY1,2019-02-03,93.0,good,113.9,32.0,77.5,60.9,130.1,63.4,9.7,1,hypertrophy,Romanian Deadlift,hamstrings,527.5,10,5275.0
1673,FULLBODY2,2022-09-06,104.3,okay,125.8,37.8,88.4,68.1,143.9,55.7,7.9,4,deload,Overhead Press,shoulders,992.5,12,11910.0
1805,FULLBODY2,2023-07-11,107.7,tired,130.0,38.5,91.3,70.2,149.5,66.6,6.7,3,hypertrophy,Leg Extension,quads,1097.5,12,13170.0
884,FULLBODY2,2017-08-23,87.5,good,105.5,30.9,74.3,56.7,121.7,66.6,8.3,2,hypertrophy,Dumbbell Skull Crusher,triceps,527.5,12,6330.0
1966,FULLBODY1,2024-07-20,110.6,tired,132.3,37.9,93.2,72.2,153.6,54.4,5.7,3,hypertrophy,Barbell Bench Press,chest,1337.5,7,9362.5
845,FULLBODY2,2017-05-23,86.4,good,102.2,29.8,74.1,56.0,121.8,57.5,8.4,1,hypertrophy,Overhead Press,shoulders,562.5,11,6187.5
565,FULLBODY1,2015-08-09,80.0,good,96.8,28.1,68.1,51.9,111.6,57.4,8.3,1,hypertrophy,Back Squat,legs,382.5,9,3442.5
1857,FULLBODY3,2023-11-09,108.7,tired,130.1,38.1,93.4,70.1,151.5,72.6,6.4,3,deload,Dumbbell Lateral Raise,shoulders,1090.0,12,13080.0
1212,FULLBODY3,2019-09-25,95.1,tired,113.3,33.0,81.0,61.8,133.5,73.4,6.3,3,hypertrophy,Dumbbell Lateral Raise,shoulders,830.0,10,8300.0
1862,FULLBODY2,2023-11-21,108.4,okay,131.0,38.1,91.3,69.9,151.3,55.4,7.4,4,hypertrophy,Deadlift,back,1517.5,6,9105.0
1403,FULLBODY2,2020-12-16,96.9,good,116.0,33.9,83.8,62.6,134.4,61.3,9.2,1,hypertrophy,Deadlift,back,872.5,8,6980.0
38,FULLBODY2,2012-03-28,70.5,okay,84.5,23.9,59.8,46.0,98.2,62.1,7.4,3,hypertrophy,Deadlift,back,92.5,11,1017.5
64,FULLBODY1,2012-05-28,70.9,okay,83.7,25.0,58.7,46.1,98.3,58.1,7.8,2,hypertrophy,Lat Pulldown,back,77.5,8,620.0
1286,FULLBODY2,2020-03-17,95.9,okay,115.1,33.6,79.3,61.1,134.7,68.0,7.1,2,hypertrophy,Cable Flye,chest,965.0,6,5790.0
1944,FULLBODY3,2024-05-31,110.4,tired,133.0,38.9,92.5,72.2,156.0,68.7,6.9,2,hypertrophy,Barbell Hip Thrust,glutes,1182.5,12,14190.0
707,FULLBODY2,2016-07-06,84.3,tired,101.4,30.6,70.1,55.0,117.5,64.5,6.2,3,hypertrophy,Dumbbell Skull Crusher,triceps,425.0,12,5100.0
77,FULLBODY2,2012-06-27,71.2,tired,85.7,24.3,60.5,45.6,99.4,60.3,6.9,2,hypertrophy,Deadlift,back,152.5,8,1220.0
1672,FULLBODY1,2022-09-04,104.4,tired,124.2,36.9,88.2,67.5,145.0,60.4,7.0,2,hypertrophy,Barbell Bench Press,chest,1337.5,6,8025.0
1477,FULLBODY1,2021-06-05,99.7,tired,119.6,34.9,86.7,64.5,139.2,62.1,6.8,3,hypertrophy,Dumbbell Supinated Curl,biceps,617.5,11,6792.5
690,FULLBODY3,2016-05-25,84.7,okay,100.4,29.5,71.3,54.2,118.9,62.9,7.6,2,hypertrophy,Dumbbell Lateral Raise,shoulders,410.0,12,4920.0
1526,FULLBODY2,2021-09-28,100.7,okay,121.2,35.0,84.1,66.9,141.6,59.4,7.3,3,hypertrophy,Leg Extension,quads,932.5,12,11190.0
1937,FULLBODY2,2024-05-15,110.0,tired,132.8,38.7,95.1,72.0,152.7,51.9,5.9,5,deload,Deadlift,back,1180.0,8,9440.0
1703,FULLBODY2,2022-11-14,104.5,good,125.6,36.8,89.2,67.3,145.1,63.4,8.3,2,hypertrophy,Leg Extension,quads,1130.0,11,12430.0
1836,FULLBODY3,2023-09-20,107.9,okay,129.9,38.8,91.3,69.9,150.8,60.8,7.9,1,hypertrophy,Dumbbell Lateral Raise,shoulders,1077.5,12,12930.0
62,FULLBODY2,2012-05-22,70.8,tired,84.8,25.0,59.6,45.3,98.2,62.3,6.6,3,hypertrophy,Leg Extension,quads,65.0,12,780.0
800,FULLBODY2,2017-02-07,86.4,okay,101.0,30.0,72.8,56.5,121.1,55.8,7.2,3,hypertrophy,Chest-Supported TBar-Row,back,457.5,9,4117.5
1152,FULLBODY3,2019-05-08,93.9,okay,112.4,32.8,79.5,60.0,132.6,68.2,7.9,3,hypertrophy,Dumbbell Walking Lunge,legs,640.0,8,5120.0
333,FULLBODY3,2014-02-13,73.8,tired,88.1,27.0,62.1,48.4,103.1,65.2,6.7,3,hypertrophy,Seated Face Pull,shoulders,235.0,7,1645.0
679,FULLBODY1,2016-05-01,84.2,tired,99.8,29.3,72.2,55.0,116.6,51.9,6.3,3,hypertrophy,Assisted Dip,triceps,552.5,6,3315.0
585,FULLBODY3,2015-09-24,79.8,okay,97.1,27.9,69.3,51.7,114.2,63.4,7.2,2,deload,Seated Face Pull,shoulders,272.5,10,2725.0
83,FULLBODY2,2012-07-09,71.8,good,87.0,25.8,58.9,47.9,100.2,64.3,9.0,1,hypertrophy,Leg Extension,quads,135.0,7,945.0
1860,FULLBODY3,2023-11-16,108.5,okay,130.1,38.0,94.5,70.3,153.7,63.6,7.6,2,hypertrophy,Dumbbell Walking Lunge,legs,1172.5,7,8207.5
952,FULLBODY1,2018-01-29,89.7,okay,108.1,31.5,75.9,58.1,124.0,64.9,7.6,3,hypertrophy,Back Squat,legs,707.5,8,5660.0
1151,FULLBODY2,2019-05-06,93.8,good,113.8,32.3,78.5,61.6,130.8,63.2,8.2,2,hypertrophy,Crunch,core,880.0,6,5280.0
866,FULLBODY2,2017-07-10,86.8,good,106.6,30.2,75.0,57.2,119.4,62.1,8.3,2,hypertrophy,Dumbbell Skull Crusher,triceps,685.0,9,6165.0
646,FULLBODY1,2016-02-13,81.8,okay,97.7,27.8,69.7,52.9,114.0,60.5,7.2,4,hypertrophy,Assisted Dip,triceps,290.0,11,3190.0
1347,FULLBODY3,2020-08-07,96.3,okay,115.8,33.3,80.1,63.8,134.4,65.4,7.0,3,hypertrophy,Barbell Hip Thrust,glutes,847.5,12,10170.0
243,FULLBODY3,2013-07-18,71.9,okay,86.0,25.4,61.4,46.4,101.9,57.3,7.9,3,hypertrophy,Seated Face Pull,shoulders,152.5,8,1220.0
109,FULLBODY1,2012-09-08,71.6,good,86.2,24.2,62.2,47.5,100.5,60.3,8.8,1,hypertrophy,Standing Calf Raise,calves,85.0,12,1020.0
606,FULLBODY3,2015-11-11,80.3,okay,96.7,27.9,69.9,53.4,111.3,56.2,7.3,2,hypertrophy,Reverse Grip Lat Pulldown,back,285.0,11,3135.0
114,FULLBODY3,2012-09-20,71.8,good,86.9,25.3,62.0,46.9,100.9,64.8,8.8,1,hypertrophy,Dumbbell Lateral Raise,shoulders,70.0,12,840.0
877,FULLBODY1,2017-08-07,87.5,okay,104.2,30.3,74.8,56.5,122.5,67.3,7.8,3,hypertrophy,Lat Pulldown,back,720.0,6,4320.0
1348,FULLBODY1,2020-08-10,96.4,tired,116.6,33.0,82.4,63.9,135.0,63.1,6.4,3,hypertrophy,Standing Calf Raise,calves,647.5,12,7770.0
1882,FULLBODY1,2024-01-08,108.9,tired,129.3,37.7,93.5,70.8,150.8,60.7,6.4,2,hypertrophy,Back Squat,legs,980.0,11,10780.0
1651,FULLBODY1,2022-07-17,103.4,okay,126.0,36.1,87.4,66.7,145.0,71.6,7.9,3,hypertrophy,Back Squat,legs,1182.5,8,9460.0
1562,FULLBODY2,2021-12-21,100.0,good,121.5,35.2,85.0,64.5,140.6,70.2,8.3,3,hypertrophy,Dumbbell Skull Crusher,triceps,922.5,12,11070.0
1131,FULLBODY3,2019-03-20,93.5,okay,113.3,33.4,79.6,61.2,129.7,61.2,7.7,2,hypertrophy,Seated Face Pull,shoulders,522.5,10,5225.0
1670,FULLBODY2,2022-08-31,104.4,good,125.5,36.4,86.0,67.7,146.0,69.2,8.6,1,hypertrophy,Leg Extension,quads,1522.5,8,12180.0
1641,FULLBODY3,2022-06-24,102.8,okay,121.5,36.7,86.8,66.6,143.6,61.4,7.8,3,deload,Dumbbell Incline Press,chest,972.5,12,11670.0
364,FULLBODY1,2014-04-28,75.1,good,89.5,26.6,62.5,49.2,104.7,57.1,8.6,1,hypertrophy,Standing Calf Raise,calves,282.5,9,2542.5
278,FULLBODY2,2013-10-09,72.9,good,87.8,26.3,61.9,47.3,101.3,50.8,10.0,1,hypertrophy,Chest-Supported TBar-Row,back,167.5,10,1675.0
1261,FULLBODY1,2020-01-18,95.5,okay,115.3,33.7,79.1,62.0,133.0,66.7,7.0,2,hypertrophy,Lat Pulldown,back,875.0,7,6125.0
1837,FULLBODY1,2023-09-24,107.9,okay,128.9,38.3,93.1,70.0,150.2,62.4,7.8,3,hypertrophy,Lat Pulldown,back,1092.5,8,8740.0
1332,FULLBODY3,2020-07-01,95.7,tired,114.3,33.5,80.4,62.9,134.6,70.8,6.6,4,hypertrophy,Dumbbell Lateral Raise,shoulders,1150.0,8,9200.0
1661,FULLBODY2,2022-08-10,104.0,good,122.8,35.9,88.4,67.3,145.2,62.3,8.1,3,hypertrophy,Leg Extension,quads,1010.0,12,12120.0
1048,FULLBODY1,2018-09-09,92.3,good,109.6,32.1,80.1,61.2,128.4,58.6,8.8,1,hypertrophy,Standing Calf Raise,calves,685.0,9,6165.0
439,FULLBODY1,2014-10-20,76.6,tired,92.4,27.6,64.6,49.1,105.8,64.0,7.0,3,hypertrophy,Lat Pulldown,back,392.5,6,2355.0
1460,FULLBODY2,2021-04-27,99.5,okay,119.0,35.6,86.6,65.2,141.5,62.2,7.9,1,hypertrophy,Cable Flye,chest,540.0,12,6480.0
1836,FULLBODY3,2023-09-20,107.9,okay,129.9,38.8,91.3,69.9,150.8,60.8,7.9,1,hypertrophy,Reverse Grip Lat Pulldown,back,847.5,10,8475.0
1103,FULLBODY2,2019-01-16,92.9,okay,111.5,32.1,78.6,61.6,131.0,62.8,7.8,3,hypertrophy,Chest-Supported TBar-Row,back,897.5,6,5385.0
905,FULLBODY2,2017-10-09,87.3,okay,103.8,30.0,73.6,55.7,122.4,64.0,7.3,3,deload,Chest-Supported TBar-Row,back,457.5,10,4575.0
1188,FULLBODY3,2019-08-01,94.9,okay,113.9,33.3,79.3,62.8,131.0,64.2,7.2,2,hypertrophy,Dumbbell Lateral Raise,shoulders,905.0,9,8145.0
1669,FULLBODY1,2022-08-29,104.3,tired,124.9,36.6,89.2,67.7,144.8,54.7,6.5,4,hypertrophy,Lat Pulldown,back,990.0,8,7920.0
85,FULLBODY1,2012-07-15,71.6,good,86.0,25.3,60.4,46.5,99.8,62.2,8.5,2,hypertrophy,Romanian Deadlift,hamstrings,75.0,9,675.0
1342,FULLBODY1,2020-07-26,96.1,good,112.5,34.7,78.3,64.1,134.4,50.6,8.2,3,hypertrophy,Dumbbell Supinated Curl,biceps,1035.0,6,6210.0
1308,FULLBODY3,2020-05-06,95.1,okay,117.0,32.7,79.5,62.8,134.2,68.1,7.4,2,hypertrophy,Barbell Hip Thrust,glutes,895.0,11,9845.0
1437,FULLBODY3,2021-03-05,98.8,good,117.3,34.9,82.6,65.5,139.3,59.0,9.5,1,hypertrophy,Dumbbell Lateral Raise,shoulders,1000.0,10,10000.0
149,FULLBODY2,2012-12-12,72.4,okay,87.4,24.6,61.3,48.4,100.9,55.0,7.3,2,hypertrophy,Crunch,core,80.0,9,720.0
1654,FULLBODY1,2022-07-25,103.4,okay,123.5,35.9,88.0,66.1,145.9,59.4,7.5,3,hypertrophy,Lat Pulldown,back,785.0,10,7850.0
476,FULLBODY2,2015-01-12,77.1,good,93.5,26.6,66.2,49.9,108.1,61.4,9.0,1,hypertrophy,Deadlift,back,407.5,7,2852.5
360,FULLBODY3,2014-04-17,75.2,okay,90.1,26.8,65.3,48.7,106.7,55.3,7.1,3,hypertrophy,Seated Face Pull,shoulders,252.5,7,1767.5
318,FULLBODY3,2014-01-08,73.7,good,87.0,25.4,62.9,48.6,104.2,68.5,8.2,2,hypertrophy,Reverse Grip Lat Pulldown,back,220.0,8,1760.0
1095,FULLBODY3,2018-12-28,92.5,okay,110.2,32.1,77.9,59.7,129.1,65.2,7.6,2,hypertrophy,Seated Face Pull,shoulders,632.5,8,5060.0
1313,FULLBODY2,2020-05-18,95.2,good,114.3,33.2,81.7,62.2,131.3,58.4,9.3,1,deload,Cable Flye,chest,735.0,8,5880.0
511,FULLBODY1,2015-04-04,78.5,tired,95.8,26.9,66.9,50.8,109.9,63.1,6.0,5,hypertrophy,Back Squat,legs,260.0,12,3120.0
744,FULLBODY3,2016-09-29,84.2,good,102.3,29.2,70.2,53.1,117.4,62.0,8.4,1,hypertrophy,Dumbbell Lateral Raise,shoulders,587.5,9,5287.5
916,FULLBODY1,2017-11-04,87.6,tired,104.6,29.5,75.6,57.3,123.8,53.4,6.2,2,hypertrophy,Back Squat,legs,497.5,11,5472.5
609,FULLBODY3,2015-11-19,80.5,good,95.5,28.2,68.5,53.2,113.2,58.2,8.8,1,deload,Dumbbell Walking Lunge,legs,455.0,6,2730.0
1277,FULLBODY2,2020-02-24,95.8,good,115.3,33.7,81.6,62.3,134.9,59.1,9.0,1,hypertrophy,Crunch,core,647.5,9,5827.5
564,FULLBODY3,2015-08-07,79.9,okay,96.8,28.2,66.7,51.9,114.0,63.2,7.3,3,hypertrophy,Dumbbell Walking Lunge,legs,282.5,9,2542.5
138,FULLBODY3,2012-11-14,72.8,tired,87.4,25.8,63.2,46.1,103.3,69.1,5.9,6,hypertrophy,Dumbbell Incline Press,chest,125.0,11,1375.0
1347,FULLBODY3,2020-08-07,96.3,okay,115.8,33.3,80.1,63.8,134.4,65.4,7.0,3,hypertrophy,Dumbbell Incline Press,chest,1062.5,9,9562.5
857,FULLBODY2,2017-06-19,86.8,tired,102.3,30.8,73.9,57.2,122.3,61.5,5.4,4,deload,Overhead Press,shoulders,522.5,12,6270.0
536,FULLBODY2,2015-06-02,79.3,okay,93.9,29.3,66.8,50.6,112.9,75.1,7.5,5,hypertrophy,Dumbbell Skull Crusher,triceps,322.5,12,3870.0
